track_id,track_name,artist_name,artist_id,album_name,album_type,release_date,duration_ms,explicit,lastfm_listeners,lastfm_playcount,lastfm_top_tags
11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,196138,True,881016,11023569,"['trap', 'rap', 'ambient', 'psychedelic', 'pop rap']"
6BJbOXDlgVAXSaq6wYFYT2,NC-17,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,156885,True,442912,4692244,[]
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,142969,True,928426,18460093,"['trap', 'cloud rap', 'rap', 'pop rap', 'travis scott']"
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,150043,False,840088,11882005,"['trap', 'cloud rap', 'gunna', 'rap', 'nav']"
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,198408,True,1011146,17730236,"['trap', 'rap', 'don toliver', 'travis scott', 'pop rap']"
4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,176720,True,485452,5345017,"['rap', 'trap', 'travis scott', 'Hip-Hop', 'takeoff']"
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,190557,False,1347977,19019824,"['trap', 'rap', '2017', 'cloud rap', 'pop rap']"
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,217828,True,534859,7178312,"['pop rap', 'travis scott', 'psychedelic', 'rap', 'Houston']"
6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,album,2018-08-03,209115,True,626745,9674170,"['Neo-Psychedelia', 'Southern Hip Hop', 'boom bap', 'alternative rnb', 'travis scott']"
7J6bnDDitOwfelaJNixHhL,Modern Slavery,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,148559,True,883,3803,[]
628Ueb4sRiXApObhcU9iPU,Black & Chinese,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,172016,True,911,4100,[]
4vwfOiyWxXeEdx4ejAJgdx,Eye 2 Eye,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,190678,True,170,677,[]
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,191409,True,807,3388,[]
5vuiHi3QYbwcm1OKJOYnrf,Huncho Jack,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,199227,True,649,2682,[]
7foypmc7KZyU716Yv63BPe,Saint,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,140792,True,930,3632,[]
4RgoqOBE34Q6zZj8K7RUAx,Go,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,156530,True,568,2284,[]
6urLjX35oXXRYtcH1b3dCh,Dubai Shit,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,228431,True,316,1160,[]
7JGyxh8G8QZnu4AMJuCqlj,Saint Laurent Mask,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,190436,True,577,2546,[]
7bTH8LgGSwyNNE4r1k95Zp,Moon Rock,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,151183,True,571,2530,[]
7CWiWkccuRRdrmaW6AjVEf,How U Feel,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,205681,True,533,2345,[]
11cCVYamncF0ezwjj1irQ0,Where U From,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,251968,True,501,2200,[]
2hIFuoXhzcZGvmdtSE35lc,Best Man,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"Huncho Jack, Jack Huncho",album,2017-12-21,266879,True,356,1284,[]
55wlsNYqcfiQsHuX8l0jmF,Make Them Cry,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,307681,True,314306,1269545,"['trap', 'pop rap', 'boom bap', 'Drake', 'chipmunk soul']"
4eE16RJFDKf2WxBTqqfylu,Dust,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,189217,True,301995,1583310,"['pop rap', 'trap', 'Drake', 'alternative rnb', 'trapsoul']"
7KGHenqXZofXNm5MKDbT3J,Whisper My Name,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,222580,True,331887,2387418,"['special', 'rage', 'trap', 'pop rap', 'Drake']"
514joG57v4yKTsfQmz7stz,Janice STFU,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,237344,True,426463,4138056,"['pop rap', 'rage', 'Drake', 'trap', 'memphis rap']"
3DK90400cDlV5WUJPraMph,Ran To Atlanta (feat. Future & Molly Santana),Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,247183,True,316088,2214060,"['molly santana', 'future', 'new jazz', 'rage', 'Drake']"
6vjpQIdABqntoe3zPazPec,Shabang,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,188722,True,324271,2068757,"['downtempo', 'rap', 'pop rap', 'us', 'Energic']"
57rkFdhoKjgkg16fsS4pgg,Make Them Pay,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,301950,True,234920,1198278,"['boom bap', 'jazz rap', 'Drake', 'Conscious Hip Hop', 'chipmunk soul']"
1ijYk2EYwj0rGqYwtjiAUJ,Burning Bridges,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,225990,True,222821,1296847,"['rnb', 'pop rap', 'Drake', 'trap', 'cloud rap']"
393OFJFZKIIv66JmJcNm9D,National Treasures,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,200830,True,349343,2569567,"['experimental hip hop', 'pop rap', 'Drake', 'trap', 'memphis rap']"
4ygJHbpMGwZknVFaRikdFr,B's On The Table (feat. 21 Savage),Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,137647,True,237952,1369086,"['fanfare', 'pop rap', 'trap', 'Drake', '21 savage']"
7oDbkGSI3IRzKmhrTiQdID,What Did I Miss?,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,194324,True,455701,5228251,"['comeback', 'ICEMAN', '2025', 'Drake', 'Hip-Hop']"
3cLCA9LSb6UiOeNvTZoaav,Plot Twist,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,195678,True,245876,1747922,"['trap', 'pop rap', 'Drake']"
7COiiObIVJIdBcW3J43Iy2,2 Hard 4 The Radio,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,183500,True,249528,1752620,"['trap', 'pop rap', 'hyphy', 'Drake', 'ratchet']"
73ycOMnODtUc2Ggj6EfCpO,Make Them Remember,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,323712,True,179071,806011,"['pop rap', 'trap', 'Drake', 'Conscious Hip Hop', 'chipmunk soul']"
2XcmjSdYqdhFjyWFdbnBaY,Little Birdie,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,176541,True,179592,846194,"['trap', 'pop rap', 'trapsoul', 'Drake', 'florida fast music']"
6cYGpGmnMeK9qWhRpaZOZ5,Don’t Worry,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,246417,True,177724,863583,"['trap', 'pop rap', 'memphis rap', 'Drake', 'cloud rap']"
3rssNOLucK9fzsRcKonhYu,Firm Friends,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,302391,True,159787,676749,"['boom bap', 'jazz rap', 'Drake', 'Conscious Hip Hop', 'lo-fi hip hop']"
1xO3PpGchMqMmmF6OEtH5Y,Make Them Know,Drake,3TVXtAsR1Inumwj472S9r4,ICEMAN,album,2026-05-15,248285,True,184401,974775,"['pop rap', 'Drake', 'alternative rnb', 'trapsoul', 'toronto sound']"
41DHDnlRXQiNJf3GbisIYk,Rusty Intro,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,62303,True,121481,340855,[]
6zZvy88xp6FIjJKhqwnJeQ,WNBA,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,178082,True,169204,854992,['Drake']
3nwcQXP0mBmXmlrirQxCkz,Slap The City (feat. Qendresa),Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,202105,True,125409,600028,[]
6vAg7qqbiIrQhQtxPegLw1,High Fives,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,256783,True,148901,713464,['Drake']
3raBR3SY78nNv4uGEv3CNY,Hurrr Nor Thurr (feat. Sexyy Red),Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,188877,True,95167,301998,[]
0SeTP12t4EwBJ6zsjHn9Wa,I'm Spent (feat. Loe Shimmy),Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,144901,True,118491,668922,"['Loe Shimmy', 'Drake']"
3hZbi8AG14hRw5Skg7V8pl,Classic,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,179074,True,129572,755852,['Drake']
0s3NwbrNRsUTVJVdBeD5Wa,Gen 5,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,217438,True,105622,559491,[]
6o6cIHT9YvlrUD2bOHo4hB,White Bone,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,297150,True,99067,546104,[]
0F1rlXkOcI1Iqfz9Y3BdO4,Fortworth (feat. PARTYNEXTDOOR),Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,231879,True,138729,744292,"['Drake', 'peak', 'partynextdoor']"
5BRkZvrogjXJlvPEzb4POg,Prioritizing,Drake,3TVXtAsR1Inumwj472S9r4,HABIBTI,album,2026-05-15,233404,True,84271,310906,[]
0O6lm9N6qJclxNFHl51nkr,Hoe Phase,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,203746,True,178036,919637,"['miami bass', 'dance', 'hip house', 'Drake', 'jersey club']"
6p0Ai6wRjz9CmjqkhoKOwf,Road Trips,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,243232,True,150142,938209,"['dance', 'electropop', 'new wave', 'synthpop', 'atlanta bass']"
0EsJdOSOrBfTo816lWRW4Q,Outside Tweaking (feat. Stunna Sandy),Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,190578,True,101953,340428,[]
1AFW3QBDjBmb4EL9gyiYhe,Cheetah Print (feat. Sexyy Red),Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,202466,True,137957,506284,[]
4qLHbbVJjNsOqWxHrTtvgx,Which One (feat. Central Cee),Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,169134,True,0,0,[]
6hFjD546JTuTsUS6GawtVF,Amazing Shape (feat. Popcaan),Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,176393,True,90646,278379,[]
4gIzhWC1f98N3NtNlyPfY5,BBW,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,211859,True,100714,344389,[]
5njYiWKlMfU1HkOyetTRg8,True Bestie (feat. Iconic Savvy),Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,148855,True,92294,321346,[]
3WjmqBYVBac2PNZyGaiZnP,Where’s Your Stuff Interlude,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,52010,True,81362,210035,[]
5dYyoRxPWVaV36XSD49yGS,New Bestie,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,259864,True,104790,533395,[]
7ppIKUHCFQGCQny1Se2jLV,Q&A,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,223255,True,96495,364854,[]
02nXNKtNtO04TwnJpQrEWN,Stuck,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,177137,True,93509,425404,[]
25vFrwbvXqZpzu03R5Lzjq,Goose and The Juice,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,263715,True,85385,324986,[]
2OrkG4TIWdm5ZhBwpbr3o0,Princess,Drake,3TVXtAsR1Inumwj472S9r4,MAID OF HONOUR,album,2026-05-15,193748,True,91038,414478,[]
4u43I0LP2Xf85OAS85eG0R,CN TOWER,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,241889,True,651,3222,[]
7DL2F2bueQycqYjqsjHYjG,MOTH BALLS,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,212629,True,434,2106,[]
1F6nHHDJyTHLgDDFj1ZZDt,SOMETHING ABOUT YOU,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,218682,True,779,5655,[]
5aIEFCKhVUM5sKkwOSdFiM,CRYING IN CHANEL,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,199602,True,177149,1263578,[]
4GqhG9rDuRUoNyDSMJ0Brq,SPIDER-MAN SUPERMAN,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,203893,True,614,1896,[]
4JeD0FGslDsMeeahEGZa2L,DEEPER,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,172337,True,54,844,[]
1YHQQFtKqFSFrqL4cNvstU,SMALL TOWN FAME,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,148509,True,180376,1692906,[]
3CY3zAjrxKVInh2Lq1QiRb,PIMMIE'S DILEMMA,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,118153,False,210,700,[]
3FHO87BSOEVAsedSnCTnvz,BRIAN STEEL,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,111406,True,144432,1089237,[]
5Nz7hI3cCOHmMR4vSLJ1An,GIMME A HUG,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,193054,True,270410,3552179,[]
2xxb5zW09uwbgyLprALi9E,RAINING IN HOUSTON,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,244931,True,159439,1510182,[]
2vjFTjmvpFjFM01cNdG2ik,LASERS,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,198692,True,279,1056,[]
0o5p5zzRN84q6qVbOVONPM,MEET YOUR PADRE,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,271058,False,532,11957,[]
